City ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
359,Tabou,94,CI,1650817018,69,4.423,-7.3528,85.96,12.08
360,Ballina,80,AU,1650817019,98,-28.8667,153.5667,63.01,13.94
361,Saldanha,0,ZA,1650817019,80,-33.0117,17.9442,59.07,15.52
362,Fukuechō,15,JP,1650817019,83,32.6881,128.8419,65.39,0.72
363,Touros,100,BR,1650816960,70,-5.1989,-35.4608,84.25,14.29
364,Kumul,64,CN,1650817020,32,42.8,93.45,67.14,18.9
365,Los Llanos de Aridane,75,ES,1650817020,71,28.6585,-17.9182,65.95,9.22
366,Bubaque,14,GW,1650817021,75,11.2833,-15.8333,78.04,17.72
367,Bereket,77,TM,1650817021,24,39.2446,55.5154,76.71,9.31
368,Eureka,80,US,1650817021,75,40.8021,-124.1637,50.94,3.0
369,Nerchinskiy Zavod,84,RU,1650817022,81,51.3088,119.61,32.56,3.11
370,Yugorsk,59,RU,1650816784,96,61.3133,63.3319,34.52,4.32
371,Shenzhen,4,CN,1650816923,96,22.5455,114.0683,82.22,7.38
372,Nola,72,IT,1650817022,42,40.922,14.5329,67.35,8.01
373,Yar-Sale,100,RU,1650817023,93,66.8333,70.8333,12.13,4.9
374,Acarí,6,PE,1650817023,57,-15.4311,-74.6158,79.59,9.46
375,Três Lagoas,14,BR,1650816752,32,-20.7511,-51.6783,92.1,8.1
376,Ziarat,55,PK,1650817023,21,30.3823,67.7282,62.11,6.42
377,Yulara,10,AU,1650817024,90,-25.2406,130.9889,59.83,8.86
378,Plainview,0,US,1650817024,48,40.7765,-73.4673,61.79,20.71
379,Singkang,75,MY,1650817025,94,2.1006,102.7994,76.82,2.62
380,Barcelona,20,ES,1650816869,54,41.3888,2.159,74.53,27.63
381,Valparaíso,100,CL,1650816779,87,-33.0393,-71.6273,59.47,8.05
382,Babu,25,CN,1650817025,93,24.4167,111.5167,73.96,4.83
383,Takoradze,91,GH,1650817026,73,4.8845,-1.7554,85.84,12.15
384,Tomatlán,3,MX,1650817026,40,19.9333,-105.25,82.83,4.32
385,Bereda,100,ES,1650817026,90,43.2686,-7.5406,58.41,3.89
386,Samarai,58,PG,1650817027,74,-10.6167,150.6667,82.51,10.27
387,Ngunguru,45,NZ,1650817027,83,-35.6167,174.5,60.49,11.41
388,Zhuanghe,100,CN,1650817027,93,39.7008,122.9911,52.21,10.07
389,Ben Gardane,27,TN,1650817028,40,33.1378,11.2197,74.97,15.39
390,Soldotna,100,US,1650817028,88,60.4878,-151.0583,38.07,0.0
391,Sivas Province,40,TR,1650817029,39,39.7916,37.0019,66.83,8.05
392,San Antonio,100,US,1650816995,65,29.4241,-98.4936,81.68,17.27
393,Thongwa,0,MM,1650817030,65,16.7619,96.5278,84.36,11.81
394,Kerman,75,IR,1650817030,19,30.2832,57.0788,76.86,19.57
395,Quatre Cocos,93,MU,1650817030,76,-20.2078,57.7625,75.31,20.33
396,Puertollano,80,ES,1650817031,44,38.6871,-4.1073,65.19,7.74
397,Inuvik,100,CA,1650816736,88,68.3499,-133.7218,30.15,4.54
398,Adrar,0,MR,1650817032,15,20.5022,-10.0711,91.85,14.36
399,Sokoni,100,TZ,1650817032,72,-6.4333,39.55,83.16,8.72
400,Ahipara,25,NZ,1650817032,82,-35.1667,173.1667,61.52,13.04
401,Thoen,93,TH,1650817033,50,17.6129,99.2161,88.2,1.23
402,Soe,8,ID,1650817033,78,-9.8607,124.284,63.48,3.96
403,Torit,100,SS,1650817034,89,4.4133,32.5678,72.97,5.14
404,Karoi,92,ZW,1650817034,65,-16.8099,29.6925,69.06,2.35
405,Bucerías,0,MX,1650816863,69,20.75,-105.3333,76.98,0.0
406,Saint-Augustin,100,CA,1650817036,90,51.226,-58.6502,38.95,19.13
407,Port Blair,20,IN,1650817036,78,11.6667,92.75,82.44,2.3
408,Bulqizë,68,AL,1650817036,59,41.4917,20.2219,59.32,4.76
409,Uelzen,94,DE,1650817037,70,52.9667,10.5667,58.48,10.45
410,Lodja,89,CD,1650817037,95,-3.4833,23.4333,72.72,2.95
411,Atbasar,100,KZ,1650817038,35,51.8,68.3333,43.68,10.69
412,Kalemie,98,CD,1650817038,82,-5.9475,29.1947,73.15,1.14
413,San Carlos,31,VE,1650817038,35,9.6612,-68.5827,94.73,5.01
414,Myanaung,31,MM,1650817039,56,18.2833,95.3167,89.24,4.09
415,Conceição do Araguaia,48,BR,1650816960,65,-8.2578,-49.2647,85.33,5.26
416,Celestún,2,MX,1650817039,58,20.8667,-90.4,85.75,7.81
417,Egvekinot,85,RU,1650817040,94,66.3167,-179.1667,8.37,6.38
418,Tanout,59,NE,1650817040,7,14.9709,8.8879,104.83,5.5
419,Libenge,92,CD,1650817040,66,3.65,18.6333,82.83,3.2
420,Micheweni,100,TZ,1650817041,76,-4.9667,39.8333,81.52,7.07
421,Lamar,100,US,1650817041,73,33.6668,-95.5836,76.64,13.8
422,Beira,20,MZ,1650817042,78,-19.8436,34.8389,80.69,9.22
423,College,40,US,1650817042,74,64.8569,-147.8028,38.23,0.0
424,Mindelo,0,CV,1650817042,39,16.8901,-24.9804,85.55,17.27
425,Mehamn,75,NO,1650817043,87,71.0357,27.8492,37.35,12.66
426,Bilibino,64,RU,1650817043,100,68.0546,166.4372,-4.65,5.28
427,Arlit,24,NE,1650817044,6,18.7369,7.3853,104.88,13.11
428,Cullman,20,US,1650817044,64,34.1748,-86.8436,77.81,11.5
429,Kyra,100,RU,1650817044,27,49.5776,111.9753,36.34,6.69
430,Arantāngi,36,IN,1650817045,65,10.1667,78.9833,86.45,10.36
431,Katherine,40,AU,1650817045,57,-14.4667,132.2667,77.32,5.75
432,Tevaitoa,60,PF,1650817046,72,-16.7833,-151.5,80.31,6.8
433,Defiance,100,US,1650817046,63,41.3334,-84.45,79.11,19.93
434,Bodden Town,75,KY,1650817046,70,19.2833,-81.25,82.99,11.5
435,Jining,100,CN,1650817047,59,35.405,116.5814,72.18,9.73
436,Preobrazheniye,97,RU,1650817047,59,42.9019,133.9064,47.48,4.05
437,Eloy,0,US,1650817039,12,32.7559,-111.5548,74.82,2.13
438,Morro Bay,3,US,1650816779,61,35.3658,-120.8499,71.24,1.99
439,La Asuncion,55,VE,1650816892,72,11.0333,-63.8628,81.07,15.19
440,Port Pirie,88,AU,1650817048,55,-33.1833,138.0167,59.09,9.13
441,Russell,40,US,1650816924,57,32.3502,-85.1999,76.96,0.0
442,Bariloche,75,AR,1650817048,81,-41.1456,-71.3082,47.95,17.27
443,La Seyne-sur-Mer,73,FR,1650817048,77,43.0982,5.8847,64.92,10.0
444,Bulungu,50,CD,1650817049,76,-4.55,18.6,79.84,2.01
445,Honningsvåg,75,NO,1650817049,87,70.9821,25.9704,37.15,10.36
446,Antalaha,79,MG,1650817049,85,-14.9003,50.2788,76.28,8.88
447,Athabasca,1,CA,1650817050,70,54.7169,-113.2854,48.61,9.73
448,Schwedt,99,DE,1650817050,58,53.0596,14.2815,61.57,13.51
449,Mhango,96,TZ,1650817051,89,-3.2833,32.85,67.93,5.08
450,Villazón,29,BO,1650817051,10,-22.0866,-65.5942,58.86,4.09
451,Kirensk,59,RU,1650817051,96,57.7853,108.1119,20.79,2.89
452,Rognan,100,NO,1650817052,77,67.0953,15.3878,44.76,3.89
453,Province of Mantua,97,IT,1650817052,67,45.1667,10.7833,61.84,5.53
454,Riberalta,75,BO,1650817052,62,-10.9833,-66.1,89.8,6.91
455,Saint George,0,US,1650816974,28,37.1041,-113.5841,60.8,4.61
456,Dunedin,100,NZ,1650817053,68,-45.8742,170.5036,54.81,15.01
457,Kahului,40,US,1650817053,76,20.8947,-156.47,74.84,13.8
458,Katobu,50,ID,1650817054,94,-4.9408,122.5276,75.31,4.54
459,Jacareacanga,98,BR,1650817054,49,-6.2222,-57.7528,90.68,5.61
460,Koutiala,11,ML,1650817055,7,12.3917,-5.4642,104.27,10.69
461,Bambari,96,CF,1650817055,54,5.768,20.6757,88.63,3.36
462,Methóni,6,GR,1650817055,75,36.8197,21.7049,69.66,11.56
463,Vagay,61,RU,1650817056,72,57.9375,69.0217,36.0,5.66
464,Guilin,62,CN,1650817056,93,25.2819,110.2864,75.31,2.19
465,Disna,100,BY,1650817056,89,55.568,28.1971,44.33,10.02
466,Pisco,75,PE,1650817057,94,-13.7,-76.2167,64.45,6.91
467,Te Anau,65,NZ,1650817057,83,-45.4167,167.7167,47.5,1.3
468,Darhan,83,MN,1650817057,27,49.4867,105.9228,40.32,17.98
469,Vila,99,PT,1650817058,80,42.0304,-8.1588,50.88,5.79
470,Sept-Îles,10,CA,1650816902,42,50.2001,-66.3821,45.03,10.36
471,Kavaratti,88,IN,1650817058,69,10.5669,72.642,85.05,3.31
472,Cockburn Town,100,TC,1650817059,71,21.4612,-71.1419,77.59,17.78
473,Shiyan,100,CN,1650817059,88,32.6475,110.7781,63.57,4.14
474,Vila do Maio,4,CV,1650817059,76,15.1333,-23.2167,88.59,10.6
475,Sri Aman,99,MY,1650817060,94,1.2376,111.4621,77.05,4.61
476,Bloemhof,63,ZA,1650817060,52,-27.6469,25.607,66.61,15.97
477,Dingle,95,PH,1650817060,89,10.9995,122.6711,77.22,6.51
478,Kingaroy,100,AU,1650817061,100,-26.5333,151.8333,59.04,11.5
479,Atlantic City,0,US,1650816967,51,39.3643,-74.4229,71.02,17.27
480,Bonfim,86,BR,1650817061,44,3.0833,-59.95,92.23,6.85
481,Geraldton,97,AU,1650817062,72,-28.7667,114.6,59.41,0.0
482,Sarakhs,0,IR,1650817062,47,36.5449,61.1577,77.14,0.0
483,City of San Pedro,20,PH,1650817062,77,14.35,121.0167,83.43,6.91
484,Kieta,84,PG,1650817063,82,-6.2167,155.6333,78.57,1.45
485,Bāneh,100,IR,1650817063,60,35.9975,45.8853,53.11,3.38
486,Batagay-Alyta,100,RU,1650817064,97,67.8006,130.4114,3.88,4.43
487,Berlevåg,100,NO,1650817064,91,70.8578,29.0864,37.4,9.78
488,Nyurba,100,RU,1650817064,97,63.2842,118.3319,17.51,3.31
489,Khandyga,58,RU,1650817065,98,62.6667,135.6,13.32,1.7
490,Bagnols-sur-Cèze,100,FR,1650817020,69,44.1599,4.6178,60.94,2.3
491,Daşoguz,0,TM,1650817065,48,41.8363,59.9666,66.15,4.61
492,Manzhouli,78,CN,1650817065,30,49.6,117.4333,35.78,3.58
493,Wyszków,88,PL,1650817066,64,52.5928,21.4584,60.94,5.48
494,Cidreira,0,BR,1650817066,65,-30.1811,-50.2056,70.54,17.25
495,Nsanje,55,MW,1650817067,90,-16.92,35.262,74.55,3.83
496,Turaif,59,SA,1650817067,78,31.6725,38.6637,58.03,24.32
497,Northam,63,GB,1650817067,73,51.0333,-4.2167,55.65,14.23
498,Kitimat,100,CA,1650817068,29,54.0524,-128.6534,41.92,0.89
499,Xining,67,CN,1650817068,42,36.6167,101.7667,52.86,0.38
500,Moree,82,AU,1650817068,67,-29.4667,149.85,57.22,9.22
501,Churapcha,96,RU,1650817069,96,62.0025,132.4325,20.19,2.68
502,Tegul'det,85,RU,1650817069,88,57.3064,88.1667,28.4,5.61
503,Dali,1,CN,1650817069,66,25.7,100.1833,58.96,6.82
504,Piaçabuçu,10,BR,1650817070,58,-10.4056,-36.4344,85.23,11.39
505,Turukhansk,100,RU,1650817070,96,65.8167,87.9833,15.53,6.33
506,Oranjemund,0,NA,1650817070,67,-28.55,16.4333,58.39,16.15
507,Chunoyar,100,RU,1650817071,95,57.4467,97.3217,26.64,8.57
508,Misratah,69,LY,1650817071,55,32.3754,15.0925,68.99,13.82
509,Waynesville,32,US,1650816980,49,35.4887,-82.9887,76.12,5.99
510,Otjiwarongo,4,NA,1650817072,31,-20.4637,16.6477,74.88,6.53
511,Praia,0,CV,1650816914,33,14.9215,-23.5087,88.34,18.41
512,Padang,100,ID,1650817072,89,-0.9492,100.3543,78.78,3.71
513,Harper,99,LR,1650817072,69,4.375,-7.7169,85.44,10.54
514,Tiznit Province,100,MA,1650817073,71,29.5833,-9.5,56.89,14.88
515,Bac Lieu,9,VN,1650817073,75,9.285,105.7244,83.73,8.21
516,Oga,100,IT,1650817074,96,46.4631,10.347,41.68,3.8
517,Pangoa,100,PE,1650817074,55,-12.1167,-73.0,84.9,3.04
518,Raja,92,SS,1650817074,21,8.4596,25.678,95.94,2.89
519,San Patricio,57,US,1650817075,65,28.017,-97.5169,84.18,22.15
520,Rudnogorsk,57,RU,1650817075,94,57.2639,103.7519,15.24,3.02
521,Ndioum,0,SN,1650817076,10,16.5129,-14.6471,104.07,12.86
522,Vila Franca do Campo,7,PT,1650817076,67,37.7167,-25.4333,63.01,16.91
523,Klaksvík,100,FO,1650817076,86,62.2266,-6.589,47.32,17.94
524,Andenes,75,NO,1650817077,87,69.3143,16.1194,40.98,13.8
525,Udachny,87,RU,1650817077,95,66.4167,112.4,1.9,1.59
526,Paphos,0,CY,1650817077,78,34.7667,32.4167,74.23,8.05
527,Karratha,0,AU,1650817078,62,-20.7377,116.8463,80.37,4.7
528,Bogale,17,MM,1650817078,68,16.2833,95.4,84.74,9.33
529,Kautokeino,93,NO,1650817078,93,69.0125,23.0412,32.05,0.98
530,Walvis Bay,0,NA,1650817079,55,-22.9575,14.5053,65.35,13.8
531,Kangaatsiaq,100,GL,1650817079,87,68.3065,-53.4641,25.3,5.28
532,Mayo,0,US,1650817079,61,38.8876,-76.5119,80.2,9.22
533,Severnyy,75,RU,1650817080,82,50.677,36.5532,55.44,4.47
534,Kenitra,100,MA,1650816819,62,34.261,-6.5802,65.16,11.52
535,Mareeba,100,AU,1650817080,95,-17.0,145.4333,74.12,4.76
536,Mogadouro,58,PT,1650817081,51,41.3403,-6.7119,57.07,9.48
537,Jieshi,0,CN,1650817081,88,22.8134,115.8257,81.95,6.42
538,Bogács,99,HU,1650817081,84,47.9,20.5333,57.42,7.74
539,Nagato,26,JP,1650817082,91,34.3833,131.2,57.2,5.35
540,Gigmoto,100,PH,1650817082,85,13.7796,124.39,80.26,6.89
541,Agua Verde,0,MX,1650817083,71,22.9,-106.05,77.09,4.68
542,Bojnourd,0,IR,1650817083,45,37.4747,57.329,66.15,4.61
543,Leona Vicario,14,MX,1650817083,59,20.9667,-87.1917,84.07,8.43
544,Oeiras,18,BR,1650817084,35,-7.0253,-42.1311,94.68,8.25
545,Bondo,89,CD,1650817084,62,3.8146,23.6866,82.2,1.3
546,Mitzic,100,GA,1650817084,91,0.7821,11.549,75.4,3.04
547,Kamojimachō-jōgejima,35,JP,1650817085,95,34.0667,134.35,62.42,3.96
548,Krasnoarmeysk,100,RU,1650817085,62,51.0239,45.6969,55.69,4.52
549,Rabo de Peixe,20,PT,1650817086,67,37.8,-25.5833,62.11,20.71
550,Katsuura,100,JP,1650817086,91,35.1333,140.3,62.42,4.68
551,Maceió,40,BR,1650817086,54,-9.6658,-35.7353,87.24,12.66
552,Ternate,64,ID,1650817087,81,0.8,127.4,81.07,4.29
553,Sirte,93,LY,1650817087,61,31.2089,16.5887,67.03,13.11
554,Santiago del Estero,84,AR,1650817088,51,-27.7951,-64.2615,80.02,12.57
555,Demba,93,CD,1650817088,92,-5.51,22.2667,74.14,0.81
556,Skovorodino,25,RU,1650817088,58,53.9833,123.9167,26.58,3.18
557,Kenai,100,US,1650817089,85,60.5544,-151.2583,38.14,0.0
558,Shingū,100,JP,1650817089,94,33.7333,135.9833,63.48,1.52
559,Kaabong,91,UG,1650817089,79,3.4836,34.1492,67.77,7.74
560,Asău,71,RO,1650817090,56,46.4333,26.4,67.95,4.16
561,Le Vauclin,75,MQ,1650817090,74,14.5452,-60.8388,80.65,13.8
562,Bonavista,100,CA,1650817091,95,48.6499,-53.1147,35.31,28.21
563,Omaruru,4,NA,1650817091,27,-21.4333,15.9333,77.2,11.32
564,Doctor Juan Manuel Frutos,5,PY,1650817092,60,-25.3667,-55.8,83.98,11.32
565,Aripuanã,80,BR,1650817092,76,-9.1667,-60.6333,84.13,4.16
566,Margate,1,GB,1650817092,77,51.3813,1.3862,56.1,11.01
567,Beyneu,33,KZ,1650817093,28,45.3167,55.2,65.68,6.11
568,Bragança Paulista,0,BR,1650817093,47,-22.94,-46.5556,80.26,2.06
569,Vrangel',98,RU,1650817094,56,42.7297,133.0839,49.03,5.19
570,Muros,100,ES,1650817094,84,42.7762,-9.0603,58.84,7.83
571,Siderno,34,IT,1650817094,59,38.2779,16.302,66.83,7.9
572,Tyukhtet,64,RU,1650817095,82,56.5389,89.3011,25.27,5.39
573,Priargunsk,14,RU,1650817095,29,50.3691,119.1012,35.92,4.97
574,Natal,75,BR,1650817095,79,-5.795,-35.2094,84.42,14.97
575,Alamosa,0,US,1650817096,41,37.4695,-105.87,39.18,4.61
576,Matamoros,0,MX,1650817096,11,25.5333,-103.25,86.11,6.91
577,Rutland,100,US,1650817097,35,43.6167,-73.0162,53.26,10.36
578,Swift Current,0,CA,1650817097,52,50.2834,-107.8014,43.61,10.36
579,Madang,63,PG,1650817097,90,-5.2246,145.7966,75.52,3.15
580,Lahaina,52,US,1650817098,87,20.8783,-156.6825,74.8,12.19
581,Cayenne,20,GF,1650817098,4,4.9333,-52.3333,86.04,13.8
582,Iquitos,75,PE,1650817099,78,-3.7481,-73.2472,82.44,3.44
583,Kalabo,96,ZM,1650817099,57,-14.97,22.6814,74.32,3.94
584,Provideniya,6,RU,1650817099,79,64.3833,-173.3,22.57,3.83
585,Meridian,0,US,1650817100,56,43.6121,-116.3915,52.16,4.61
586,Nemuro,100,JP,1650817100,93,43.3236,145.575,40.96,14.97
587,Poronaysk,52,RU,1650817100,91,49.2167,143.1167,32.86,7.81
